Date,Country,City,Specie,count,min,max,median,variance
16/05/2026,CN,Beijing,pm25,263,59,151,87,3424.05
17/05/2026,CN,Beijing,pm25,212,13,117,46,9055.72
18/05/2026,CN,Beijing,pm25,230,9,53,21,684.42
19/05/2026,CN,Beijing,pm25,263,34,122,65,2474.07
20/05/2026,CN,Beijing,pm25,262,13,127,61,9172.59
21/05/2026,CN,Beijing,pm25,260,30,93,57,1560.84
22/05/2026,CN,Beijing,pm25,249,9,157,30,14784.6
23/05/2026,CN,Beijing,pm25,262,17,122,61,2675.76
24/05/2026,CN,Beijing,pm25,260,46,175,124,14786.9
25/05/2026,CN,Beijing,pm25,260,9,142,78,9416.79
26/05/2026,CN,Beijing,pm25,261,30,72,55,939.11
27/05/2026,CN,Beijing,pm25,259,25,97,65,1534.18
28/05/2026,CN,Beijing,pm25,189,5,76,21,2196.87
29/05/2026,CN,Beijing,pm25,251,17,85,38,1484.35
30/05/2026,CN,Beijing,pm25,263,30,139,57,1045.18
31/05/2026,CN,Beijing,pm25,261,30,119,78,2447.97
1/6/2026,CN,Beijing,pm25,249,13,127,46,3512.94
2/6/2026,CN,Beijing,pm25,262,46,158,102,6709.1
3/6/2026,CN,Beijing,pm25,257,17,157,61,8637.26
4/6/2026,CN,Beijing,pm25,252,9,87,38,4136.78
5/6/2026,CN,Beijing,pm25,246,13,70,25,1453.58
6/6/2026,CN,Beijing,pm25,237,5,102,46,6341.77
7/6/2026,CN,Beijing,pm25,246,9,63,25,888.56
8/6/2026,CN,Beijing,pm25,256,9,76,42,1780.97
9/6/2026,CN,Beijing,pm25,216,5,63,17,1125.94
10/6/2026,CN,Beijing,pm25,260,13,89,34,2660.69
11/6/2026,CN,Beijing,pm25,235,9,65,25,1763.89
12/6/2026,CN,Beijing,pm25,261,25,122,57,2956.96
13/06/2026,CN,Beijing,pm25,260,17,157,78,7825.42
14/06/2026,CN,Beijing,pm25,263,17,124,53,3134.69
15/06/2026,CN,Beijing,pm25,264,30,166,137,4518.3
16/06/2026,CN,Beijing,pm25,257,5,142,68,7093.6
17/06/2026,CN,Beijing,pm25,254,9,95,38,4596.91
18/06/2026,CN,Beijing,pm25,263,30,174,112,15896.7
19/06/2026,CN,Beijing,pm25,264,50,177,153,16496.3
20/06/2026,CN,Beijing,pm25,163,5,102,53,9755.83
21/06/2026,CN,Beijing,pm25,190,5,70,21,2728.02
22/06/2026,CN,Beijing,pm25,260,17,142,59,5799.19
23/06/2026,CN,Beijing,pm25,258,25,155,74,7181.98
24/06/2026,CN,Beijing,pm25,260,13,188,89,13288.1
25/06/2026,CN,Beijing,pm25,160,5,155,25,25611.5
26/06/2026,CN,Beijing,pm25,219,13,65,34,1512.28
27/06/2026,CN,Beijing,pm25,258,21,122,59,2829.52
28/06/2026,CN,Beijing,pm25,263,25,164,87,7916.05
29/06/2026,CN,Beijing,pm25,262,21,177,85,16388.1
30/06/2026,CN,Beijing,pm25,259,13,151,46,11925.8
1/7/2026,CN,Beijing,pm25,263,25,99,63,1542.38
2/7/2026,CN,Beijing,pm25,259,38,156,89,6198.2
3/7/2026,CN,Beijing,pm25,264,21,153,70,11931.5
4/7/2026,CN,Beijing,pm25,259,21,132,65,4745.24
5/7/2026,CN,Beijing,pm25,252,13,124,25,4830.19
6/7/2026,CN,Beijing,pm25,249,13,82,38,3264.82
7/7/2026,CN,Beijing,pm25,259,13,161,50,4390.11
8/7/2026,CN,Beijing,pm25,257,25,109,63,2748.87
9/7/2026,CN,Beijing,pm25,258,13,164,55,19729.4
10/7/2026,CN,Beijing,pm25,261,13,134,63,7050.21
11/7/2026,CN,Beijing,pm25,262,5,107,68,3471.61
12/7/2026,CN,Beijing,pm25,255,5,78,30,2731.64
13/07/2026,CN,Beijing,pm25,260,25,91,61,1404.22
14/07/2026,CN,Beijing,pm25,258,17,85,53,3011.3
15/07/2026,CN,Beijing,pm25,255,21,97,50,2219.72
16/07/2026,CN,Beijing,pm25,262,25,163,53,7947.12
17/07/2026,CN,Beijing,pm25,252,17,109,42,4965.25
18/07/2026,CN,Beijing,pm25,263,34,179,63,2328.21
19/07/2026,CN,Beijing,pm25,259,38,147,68,3256.33
20/07/2026,CN,Beijing,pm25,263,21,158,63,13442.6
21/07/2026,CN,Beijing,pm25,262,21,107,63,4117.5
22/07/2026,CN,Beijing,pm25,259,13,85,50,1608.7
23/07/2026,CN,Beijing,pm25,261,38,109,72,1305.27
24/07/2026,CN,Beijing,pm25,262,13,112,80,3113.11
25/07/2026,CN,Beijing,pm25,255,50,149,93,3661.92
26/07/2026,CN,Beijing,pm25,256,38,132,87,3737.38
27/07/2026,CN,Beijing,pm25,242,25,119,74,2997.28
28/07/2026,CN,Beijing,pm25,246,25,154,63,7015.3
29/07/2026,CN,Beijing,pm25,232,13,72,50,1170.39
30/07/2026,CN,Beijing,pm25,233,9,99,59,2035.18
31/07/2026,CN,Beijing,pm25,246,13,124,65,4534.66
1/8/2026,CN,Beijing,pm25,243,5,164,38,3896.47
2/8/2026,CN,Beijing,pm25,264,9,153,65,3904.24
3/8/2026,CN,Beijing,pm25,261,5,99,46,2996.96
4/8/2026,CN,Beijing,pm25,262,17,93,46,1774
5/8/2026,CN,Beijing,pm25,259,17,104,59,2214.93
6/8/2026,CN,Beijing,pm25,258,34,139,72,3069.77
7/8/2026,CN,Beijing,pm25,259,21,122,65,3038.8
8/8/2026,CN,Beijing,pm25,256,21,74,46,999.82
9/8/2026,CN,Beijing,pm25,258,9,85,63,1477.12
10/8/2026,CN,Beijing,pm25,244,13,109,70,1367.04
11/8/2026,CN,Beijing,pm25,260,9,144,68,9097.32
12/8/2026,CN,Beijing,pm25,258,5,97,30,3703.68
13/08/2026,CN,Beijing,pm25,237,9,46,21,505.52
14/08/2026,CN,Beijing,pm25,253,13,74,38,1620.71
15/08/2026,CN,Beijing,pm25,258,21,117,55,1882.61
16/08/2026,CN,Beijing,pm25,250,13,80,30,1893.61
17/08/2026,CN,Beijing,pm25,255,13,80,34,1042.43
18/08/2026,CN,Beijing,pm25,263,25,87,50,917.68
19/08/2026,CN,Beijing,pm25,259,38,107,65,2285.68
20/08/2026,CN,Beijing,pm25,256,30,154,91,4568.74
21/08/2026,CN,Beijing,pm25,264,38,171,91,15388.6
22/08/2026,CN,Beijing,pm25,264,34,102,63,2223.15
23/08/2026,CN,Beijing,pm25,263,21,97,70,2519.95
